Text,target
"I'm usually pretty busy during the day so taking time to eat lunch is a real stretch. since I'm on the Atkins diet this is the perfect substitute for a ""sit-down"" a serving is four packets- I usually have only two and that keeps me going until dinner. Professional packaging, clean wrapper, excellent product.",1.0
Milk Thistle is said to be good for the liver. It has a very mellow and pleasant flavor. I really enjoy drinking it. Alvita brand has always had good quality teas.,1.0
"This is a great deal on coffee that's partially (at least 30%) rain-forest certified, but the two cans I got have a date of 12/01/07 on the bottom, making me think that maybe they're not the freshest cans around (I bought them about a month or so ago, and that's a lot of coffee to use by December). So far, the coffee's ok and not stale, but just something to keep in mind.",0.0
"A very crunchy cookie, but maybe a little too hard. Nice flavor. Not too sweet. The ginger flavor starts out subtle, but has a very intense aftertaste that is spicy. These are nothing like ginger cookies that don't have real ginger. The candied ginger tends to get stuck in your teeth.<br /><br />An excellent cookie it you like ginger. Stay away if you don't.",0.0
The children love this. It takes over 30 minutes to cook. So make extra and put in the fridge to microwave later on.,1.0
"This is really good chocolate and is what it says:  raw, organic and sweetened with agave.  Would have given it a 5 instead of a 4 if it were less expensive.",0.0
"My dogs loved these treats, but they are little expensive for no more than they give you.",0.0
"Just received a bag and this was the breakdown.  I'm sure everyone's bag will vary.  But if you don't like Whoppers, you might want to pick a different bag.<br /><br />Whoppers - 52<br />Hershey Bars - 20<br />Reese's Cups - 18<br />Kit Kats - 13<br />TOTAL  - 103 Pieces",0.0
These are fairly tasty and much healthier overall than most in the grocery store.  Very decent.,0.0
"I have to say that I am new to the gluten free diet, so my experience with gluten free cookies is limited, however, I was surprised at the flavor of these cookies (which I added vegan chocolate chips to).  There was a kind of chemical taste, almost like melted plastic, that my whole family noticed.  So, I was disappointed.<br /><br />I will try some of the other products that Namaste offers and see if I have better luck!",0.0
"I cannot taste the green tea.  When I tried my first sip I thought I tasted something that seemed like green tea but it was quickly and abruptly interrupted by peach/mango... I have never seen or heard (or tasted) that hint of green tea again.<br /><br />I usually make 4 quarts at a time (two of the packs) but found the tea was just too sweet.  I tried one pack and 3 quarts and that seems to be the happy medium.  tastes like tea, a little sweet but not overpowering.<br /><br />With the recommended mixing I felt that I needed to drink something else right after drinking a glass of this tea just to wash down the sweetness of it.  Forget drinking this to quench a thirst, I just felt more thirsty.<br /><br />My suggestion if you find the tea to be too sweet, add more water, it helps.",0.0
"I bought these for my husband's candy jar at work.  Everyone there loves the great cinnamon taste.  They taste a little like fireballs but are not quite as hot.  Three (3) pieces contain 70 calories, 10 mg. of sodium, and 17 g. of carbs (11 from sugar).  Each one lasts quite awhile.  Highly recommend these for taste, texture, and the price I paid through Amazon.com.",1.0
"Starting with the blender half full of water.<br />I make 3 to 4 servings of each, use it in 3 days or less.<br />Add water, Hemp milk or Almond milk<br />Hemp protein power<br />Hemp seed nut<br />Chia seed powder (this will gel if you let it sit)<br />Acai<br />Lucuma<br />Gelatinized Maca<br />Dulse flakes<br />Camu Camu<br />Cacao (strong tasting, you will know if you use too much)<br />Frozen Blueberries or cherries (about a cup)<br />Navitas Coconut Palm Sugar (or YACON to taste)<br />Also I add some goldenseal root.(Today, goldenseal is marketed as a tonic to aid digestion, sooth upset stomach, and as an antibacterial agent. It is considered a natural antibiotic and is most often combined with echinacea in preparations designed to strengthen the immune system. However, only one study found that goldenseal might help boost white blood cells (a measure of the infection fighting ability of the immune system), and it wasn't well designed.<br /><br />Mix the Hemp nut, Dulse flakes and fruit first; on high, till it makes a ""milk"".<br />Then the rest of each item, you want in it<br />If it gets too thick. Add some more water.<br />You can add yogurt, take the seaweed flakes out if you like. it will taste good if you work on it.<br />Check the website navitasnaturals. For more recipes, and info.",1.0
"This product is no joke definitely the best of its kind.  I prefer ACAI the most, but both pink and orange flavors are all amazing.  Try it i gurantee you won't regret it.",1.0
These lollipops are a great treat for the kids and for me too.  I have a corn allergy so I can't eat most types of candy but it is nice to finally be able to share something with my kids.  Their loving them more then any other type of candy isn't too bad either.  The flavor in these are just amazing and it is never a bad move to get these.  I have turned so many parents on to them and they agree the flavor is amazing and so far everyone has loved them.,1.0
"My AKC English Bulldog has been using greenies since he was a puppy, and hasnt had any problems with it. Ive always given him the correct size greenie for his weight, and have never had to take him to the vet. (yet I never leave him unattended with his greenie) The only problem I had with this particular seller was the picture on display, and what I recieved in the mail. Please don't make the same mistake I did, there are only 17 greenies in the box, would have been better off buying them at Petsmart.",0.0
"Natural Pantry stopped stocking it, so glad to find it here. Easier to cook without being chewy, unlike brown rice pasta, and doesn't have the odd corn taste that some brands have. Can be slimy if not rinsed.",1.0
"This brand not only lives up to its name, but it also brews very well. There is no bitter after-taste, and it leaves one feeling very satisfied only after one cup.",1.0
"I'm a strong coffee drinker and thought to myself that a French Roast is a bold coffee. Well, I didn't find this to be very ""bold"" so I can't rate it well according to my taste for coffee.<br /><br />If you like strong coffee like we do - consider these:<br /><br />1. Timothy's Midnight Magic --> BY FAR my favorite!<br />2. Green Mountain Dark Magic<br />3. Emeril's Extra Bold<br /><br />That being said, some people don't like the strong taste of coffee so take my advice only if you are a strong coffee drinker.",0.0
"The low-calorie versions of FRS are the best energy drinks I've sampled so far. The wild berry flavor was a little weird at first, but once I got used to it it tasted just like the raspberry flavor of Crystal Light. One serving sustains me through a an hour-long workout consisting of interval and weight training without adding an unacceptable amount of calories to my diet.<br /><br />However, the tops of the individual packages don't tear off cleanly and must be snipped with scissors, defeating the whole purpose of the ""convenient"", portable packaging. If you try to pour the package into a container of water without snipping the top clean off, things can get messy and being berry-colored, this stuff stains pretty bad. Also, the powder doesn't dissolve very well unless you shake the bottle real good.<br /><br />I plan to keep using this product and will be thrilled if FRS fixes the problems.",0.0
"then buy Gloria Jean's Hazelnut K-Cups.  Of the pack of 50 that came in the case, about 20 of them ""leaked"" grounds into the coffee.  Was only able to identify it before drinking if I put the cream in my mug first.  Otherwise, in black coffee we got our ""bonus"" unexpectedly.  Never again.",0.0
"I think the warnings about drug interactions should have no bearing on the product review. Obviously, if you're on a certain medication with known food interactions, you need to be cautious of certain foods. That shouldn't effect how we rate those products for the rest of the world. Medication concerns aside, the drink is very fruity, and refreshing. It is a very nice alternative to plain fruit juice or soda, and far healthier since soda contains no nutrition whatsoever.  This does taste very much like a fresh fruit juice spritzer with authentic flavor, not artificial in any way.  It doesn't have a ""canned"" taste as some fruit drinks in cans do.  I would have liked it to be a tad sweeter, but accomplished that by adding a splash of fresh fruit juice or a flavored syrup such as Torani. The flavor of the product itself is akin to an Italian soda.  I withheld one star because I thought the product straight from the can was a little overly ""fuzzy"" but fares well when poured over ice.  For those trying the pomegranate flavor, be forewarned that this is a ""blend"" including other fruit juices, not straight pom.  The flavor of pomegranate is still plentiful, but not like drinking it straight.  Overall, I think this would make a wonderful addition to the summer picnic cooler or to serve guests at a dinner party. Served in glasses, rather than a can, it would make an impressive dinner beverage to accompany an elegant meal for guests. I would recommend it.",0.0
"I'm a big fan of Emerald nuts, just check out my other reviews.  However, I was slightly disappointed in these cashews.  While they're very fresh, there was much too much seasoning, especially going overboard (haha, get it?) with the sea salt.  Furthermore, I question whether real sea salt was used, which typically has larger grain sizes than table salt.  It looks just like regular table salt.<br /><br />However, there is a saving grace for these nuts, and it prevented me from dishing out just 3 stars.  What to do with overly salty, peppery cashews?  Stir fry some chopped chicken breasts, and make Chinese chicken & cashews with bell peppers.  Don't bother adding salt to the chicken- just add in these cashews, and you're good to go!",0.0
"This is very difficult to find  in stores.  Very pleased and suprised it was available. Arrived on time and enjoyed it so much, I've purchased a second box.",1.0
Had not been able to find cinnamon gummy bears and had a craving for them.  Found them on Amazon and while they are quite good they are not the hot cinnamon that I remember.,0.0
"I originally bought this small container of fleur de sel for a fish recipe I found that said it was ""de rigeur"", however I thought it was like any other salt simply grainier.  Of course, I only added a little bit of salt after I had grilled my fish and did not think it would add much to the dish.  Can you imagine my surprise when I tasted the fish, only to have a veritable bouquet of flavour explode in my mouth.  I must say that I'm never going to use commercial salt on my food anymore.  Now I understand why the great chefs of the past and present consider this the queen of all salts...",1.0
"I have seen delivery truck for this drink driving around town.  On the side they had ""Natures Sport's Drink"".  I never thought of Coconut Water as a sports drink but I thought I would give it a try.<br /><br />The package the drink comes in is ""Tetra Pak""; which is a fancy way of saying juice box.  Because this seems very similar to the way I used to drink my Hi-C Juice when I was in grade school.  No straw here though, just a foil covered hole in which you peel off the foil to drink.<br /><br />Ingredients are as follows: Natural coconut water, pink guava puree, cane juice, vitamin c, and natural fruit flavor.  Not too bad, sounds good, you have to add vitamin c to give the drink a little zing otherwise it comes off too bland, and they at least admit to adding ""natural fruit flavor"" which if you read the FDA website doesn't really have to be that natural at all.  But all-in-all the ingredients list looks good.  One container is 8.5 ounces, one serving, and you have 78 calories, no fat, 128mg of sodium, 302mg potassium, 18.8g of carbs, with .5g of that being fiber and 16.6g being sugar.  You also get 0.8g of protein and the added vitamin c gives 183% of your daily value.  Let's move on to taste:<br /><br />Serve cold, shake well, and open...tastes like coconut and guava.  I guess I should have expected that.  It feels fairly light on the tongue, not that oily mouth coating feel you get from regular coconut water.  O.N.E. claims they get the water form green coconuts before the meat forms, so that accounts for the lack of oils and fats.  So you get nice tropical flavor.  Like a really watered down pina colada.  Sadly I am unable to perform blood work and tell you if my electrolytes are being replenished but I am enjoying the flavor.  So if coconut and guava appeal to you, and you would like those flavors in a natural sports drink, this may be the drink for you.",0.0
"I've bought several flavors of the b.f.f. line for my cat, and she chows down on every one of them! Even my roommate's cat, who is extremely picky with wet food (to the point that there is literally only one brand he would eat at all) has been caught sneaking tastes out of her bowl now! This stuff is very high grade - if you check out the b.f.f. site, they make all of their items in a human food processing facility, and there is no grain filler in the food. When opening the cans, it really smells like something you'd open up to eat yourself! I love this product and I will continue to buy it for my baby.",1.0
I love this coffee it is so simple I don't have to add anything to it. This product made my Life a lot easier,0.0
Just received 2 bottle set and noticed the olive oil was bottled in 2000 - their website says olive oil can stay fresh for 2 years after bottling.  hmmmm...,0.0
"This is the best Black Cherry Soda I've had, and it's All Natural and Zero Calories as well.",1.0
i love this green tea-it is the only one i will order and drink.most green teas have a bitter after taste-not this one-it is delicious.i am sure if you are agreen tea lover you will truly enjoy this product.it is a very relaxing drink-especially when you are reading your kindle!!!,1.0
"Has a mild coconut flavor, good for those who don't love coconut. The coffee, however, is light and week; almost too light. Not a big fan, especially for a ""Limited Edition"" brew.",0.0
"I bought this product for my little puppy of 3 months and he love it!, he can stop to eat it!... I feel very happy because when I give one of this to my puppy he entertain a lot of time playing alone, give me mor time for relax o for make something. I RECOMMEND!",1.0
Iam a diabetic and I been looking for some kind of hot chocolate or cocoa with less sugar. I found this from Swiss Miss. This is diet and with 2g sugar is perfect and taste like Cocoa. It taste good with milk. Many people say it taste bad with water but i think it does taste different but not worst. recommend for people who are diabetics.,1.0
"Excellent K-cup coffee . Robust, flavorful and almost as bold as advertised.  One of my favorites.  Worth a try",0.0
"We needed special food for our Cocker, he has kidney stones. This is a much better buy the the script food the Vet wanted him to have & it has better ingredients.",0.0
"Well, apparently I'm not the only one in the Noodle Mood! Maybe it's the nice cool Fall weather creeping in and thoughts of warm soups and pasta dishes sound really good right now.<br /><br />I have ordered from Miracle Noodle directly and appreciate their newsletter that has great recipes and tips.<br /><br />I have to admit that the first time I received my Miracle Nooddles, not knowing anything about them, I thought I was sent a bag of worms - LOL!<br />Although it took some getting used to; I read various comments from other consumers on their website and took their suggestions.<br /><br />I mean really..the name Miracle Noodle is very appropo - no calories, or carbs and non-bloating - who wouldn't love that?<br /><br />A great way to get your pasta and 'eat it, too'.",0.0
"I bought this cheese to use as a flavoring for microwave popcorn. I know there are lots of good reviews for this product, but I thought is was terrible.<br /><br />Taste is a matter of taste.<br /><br />This cheese has a very tangy, sour, taste to it. Very uncharacteristic of cheddar cheese. When used on popcorn, the tangy-ness of it overrides the little cheese flavor of the product. It is a taste that is very inappropriate and uncharacteristic of cheese flavored popcorn. You are much better off just buying a quality bag of cheese popcorn. Also, it doesn't stick to the popcorn very well and half of the cheese is left in the bag.<br /><br />I decided to use this stuff to make mac and cheese. I made it very simple. Butter, milk, and this cheese product. With gentle prolonged heating, and cooking down the milk to thicken, the cheese melted very well. Creamy with no lumps. The tangy, sour taste, was overwhelming. I had to throw out the mac and cheese. At least I was able to eat the popcorn.<br /><br />I can't recommend this product. If you are looking for powered cheddar cheese, try a different product before you try this one.",0.0
my dog likes these and they are less fat than pig ears so they do not make him sick. The rescue place has an amazing price too. normally in a store they are at least a dollar each,1.0
"I have been researching and studying canine nutrition since about 1988. Ironically, my interest sprang from a program that Hill's (makers of Science Diet) used to offer called the Small Animal Dietician program. I completed all levels that they offered and learned quite a bit about food, most especially, NOT to feed Science Diet, lol.<br />That being said, I have been showing and breeding dogs for over 20 years. I have tried virtually every high end food on the market: Core, EVO, The Honest Kitchen, Before Grain, Prairie, Orijen, Blue Buffalo, Canidae, California Natural....I could go on. The *extremely* high protein content in some of those foods can be quite dangerous, especially for puppies. I just had to euthanize my 3 year old Staffordshire Bull Terrier in December due to kidney failure, and I am certain it was brought on by being on Before Grain, Orijen & EVO as a puppy.<br />Chicken Soup is a fantastic food and a great value. I am currently feeding it to my Bullmastiff and 2 Chihuahuas, one of whom is almost 16 years old. It is my exclusive food now and as long as they don't change the formula, I see no reason to switch to another food again. The price for the quality of food in unbeatable. I'm very happy to see it offered on Amazon now with free shipping! Makes things even better!",1.0
"I bought these for my new wife as a gift.  We were both surprised.<br /><br />The 12 flavors are as clear and excellent as the colors, and like the famed jelly beans they DO taste like what they are claiming to!  Clean simple flavors strong enough to know what they mean to be but not so strong as to over-power your taste-buds.  I've sampled candy from the ultra-cheap to the pricey-gourmet, and these are definitely a superior product (without that Godiva-superior price).<br /><br />We've given samples to several people (so far) and they are all agreed: They're buying some, taking what's left in our hands, and they ALL call them the best gummi candy for taste they've ever had.<br /><br />Go ahead.  You will NOT be disappointed.",1.0
"I'm not really someone who purchases salad dressing. I usually make my own vinaigrette. However, this salad dressing is really original and good. I find that it's good for marinating salmon as well.",1.0
"I learned recently that cats are not supposed to have GRAINS in their food. It causes them health problems, including weight problems. The first few days of trying this I couldn't decide if they were liking it or not. They had always eaten dry food. After a few days on this canned they really started to show that they were liking it. It is a little chunky, but the chunks are easily smoothed out - it's also better to add some warm water with this to make it a little soupy. If it has been refrigerated, let it get to room temperature. All 3 cats like this as well as the Tuna Too Cool and the one that has Shrimp and Chicken combined - but they didn't like salmon.",1.0
This risotto is delicious. Once you tasted this you'll never go back<br />to any other brand. PERFECT  I find this very hard to find in any of our<br />South Carolina stores.,1.0
"I had very painful cramps with Very Heavy bleeding that lasted for 5 days! and this cycle repeated every 21 days! So I would have a full period twice a month!! I was miserable and had to schedule my life around my cycle, because I was doubled over in pain or afraid of the embarrasment of bleeding onto my clothes! A friend recomended drinking this tea and my life changed!! I no longer have ANY Cramps!! the bleeding has subsided to 3 days with a normal flow and now my cycle is regulated to every 26 days or once a month. I have more energy and vitality and dont have to call in sick anymore!! This tea is blessing not only for pregnancy but for your menstrual cycle as well!! I tell every woman I know about this tea!! No need for birth control pills or other hormonal intervention. I love its pleasant light taste and enjoy drinking a cup a day.",1.0
"These are great treats, in moderation.  I find if Mollie (63 pound Golden) gets more than three per week, her stool ""greens up"".  Also, she likes variety.  The seller I frequent is fast, always packages well and the price is right.",1.0
The product is very good and love the taste.  The tea is easy to use wheather it is hot or cold.,1.0
"This set works great. I used to have to use cheese cloth bags for my tea, but now I can just drop my herbs in and steep and wah la tea! Easy to clean to. I do get some sediment, but I use a lot of loose herbs so that is to be expected.",0.0
"This is the best gluten free pizza mix I've dealt with.  My kids think it tastes great so it's nice that we can actually eat pizza again.  The dough mixes up and rolls out easily.  I also don't have problems with it sticking to the rolling pin or pan like some of the other mixes I've used. It's best to follow the instructions exactly the first time, then adjust accordingly.  I made the mistake of baking the crust early in the day, then adding toppings in the evening.  It was like eating pizza on a cracker!  I also find I have to add a lot more milk than the mix recommends to get the dough to stick into a ball shape, so don't be surprised.  Also, when reheating it turns out much better to bake for 10 minutes in the oven than to microwave your leftovers.",1.0
"Includes tune oil, gelatin and vitamins. I would expect organic pea pure to include just peas, but this is not the case. Enough said. Deleting my subscription.",0.0
"I'm never a fan of popcorn. Hate the chewiness, grease and the sugary flavors. But this bag of Popcorners is no typical popcorn. First of all, I purchased it on line, attracted by the packaging of course (one really eat with the eyes!), which jumps out of the usual bright pink or yellow colors you see when it comes to popcorns. Also thinking it might be just an alternation of ""baked chips,"" already quite popular in the market. Even after I received it, I still thought ""The wrapping's really lovely. But I'm just gonna try out a bite..."".<br /><br />The only problem was, I couldn't stop after the first bite. Who knew something so simple, with only three ingredients for this flavor, could be this sensational? It's crispy yet thick in the texture. The size of each piece is not too big nor too small. The natural scent of corn is just delightful to the palate. Don't need to lick the fingers....I'm completely amazed and will be venturing into the other flavors. This is one snack food I'd be munching out. Ditch the bags of chips at lunch, try this!",1.0
"One of my friends gave me an innocent-looking banana, but I should have known something was amiss.<br /><br />""What's this blue fin sticking out of the top?"" I asked.<br /><br />""It's for speed.""<br /><br />""Oh, of course. That makes sense.""<br /><br />If only I had heeded my intuition: I started to peel the banana and--SHARKBANANA ATTACK!",1.0
I have tried 3 flavors and didn't particularly like this flavor...neither do my kids.  It is small and expensive and doesn't satisfy a thirst that much when served with a lunch but I guess it's an okay alternative to soda pop.  Drink very cold! :),0.0
"This is really good tasting tea, but the directions for making are wrong.  It calls for ""4 Tablespoons per 1 Cup water.""  That should be 1 Tablespoon per 4 Cups of water.",0.0
kind bar satisfy's the chocolate craving and also has antioxidants.  Great as a breakfast bar and also tastes good.  My kids like it too.,0.0
"My children and I had the wonderful opportunity to try their healthy snacks. I have only had dried fruit a few times (I'm not a fan of fruit really) so I was a little worried whether I would like the flavor or not. Thankfully they included the Bananamon flavor in my sample kit because I loved it! The combination of bananas and cinnamon is so yummy! My children, on the other hand, enjoyed all of the flavors, even the stronger ones like pineapple. They completely devoured the Funky Monkey Snacks--and I have no problem with that because it's 100% real fruit!",1.0
No at all disappointed. These sausages taste just as I remembered them from years ago. So glad I discovered them again.,1.0
"These pork rinds are a great alternative to the bagged variety in the stores.  Out of the microwave in less than 2 minutes they are warm and have a great smoky flavor.  Follow the directions, making sure you shake the bag horizontally to distribute the pieces as evenly as possible.  Watch the bag.  If you have a powerful microwave like I do-past 1600-it will take less than 2 minutes.  The little pop and crackling noise when I pour them out reminds me of pop rocks!  They are a great low carb snack.",1.0
I am very pleased with my shipment of wiskas tender bits turkey with giblets. I have been unable to purchase the box of all one flavor. I have tried to special order this at my local store and been unsuccessful on several occations. purchasing this through amazon.com I am able to get my cats favorite food on a regular bases.  thank you amazon.com,1.0
Excellent..use as marinade on inexpennsive cuts of meat for 4 hours and your steak will tenderize like a filet and the taste is magnificent.  I use Dale's on all different types of meat and love it.  I hate being without my Dale's.,1.0
I am not sure who is ever going to buy this. This product is way too expensive than the market price.,0.0
"Whole grain, low sugar (well some of their other offerings have less sugar), and it's great with SILK (soy milk).",1.0
I order these Cadet chicken and apple treats all the time and they  have never been so nasty looking as these last 2 bags.  I ordered 2 bags and they are burned and look nothing the package to the right.  My dogs smelled them and will not eat them.  They are horrible.,0.0
"Of all the 100-calorie pack snack products I've tried (and there have been many!) these are my absolute favorites. The funny thing is that I don't even like Oreos, and am not that crazy about chocolate. However, these Thin Crisps are exactly that, thin and crisp. They are also just right to fend off sweet cravings or premature hunger.",1.0
This mix is excellent.  I don't tell my friends it is gluten free and they love it.,1.0
I saw this being used on a cooking show once and had to try it.  It has a very good flavor but somehow not as strong as i thought it would be.  i quess I was expecting it to be more.,0.0
"I almost didn't buy this because it's canned, but I was pleasantly surprised by how good it is! I prefer a stronger cardamom flavoring than this product has in it, though, so I added a few cardamom pods and reheated the syrup on the stove. After that it was perfect to me. One word of warning: the can has a pull tab, but unless you are very strong it's difficult to remove; I recommend using your can opener and forgetting about the pull tab.",0.0
"This tea is delicious, but it is definitely a 'dessert' kind of tea. More than one cup in a sitting might be a bit too cloying for a lot of people. I brewed mine a bit less than they suggested, and it was still pretty strong.",0.0
"Was looking for a strong K-Cup that could hold up for the perfect Espresso and for a great cup of coffee! Now receiving on auto ship, if you're looking for a great bold K-Cup, this is it.",1.0
"We bought a 2.5oz popcorn maker for our kids and realized all popcorn is not created equal.  Assuming the ingredients in all pre-packaged popcorn is safe, the most important thing is flavor...and Great Northern Popcorn has it.  It is sooooo good!  I was competing against the popcorn from Ace Hardware.  Before now my kids begged to go to Ace Hardware which they call ""the popcorn store.""  Now my kids love Great Northern popcorn from home and I'm saving tons of money not buying tools every weekend.<br /><br />Another thing we like about Great Northern Popcorn is they provide 2.5oz packages (most popcorn packs start at 4oz).<br /><br />When friends come over with their kids the popcorn maker runs non-stop.  The kids can't get enough.",1.0
"This is pretty good. Less calories than most cereals, and easy enough to eat without needing a bowl and milk. Instead of Grape-nuts type tiny bits, the Kind brand has good chunks of granola clusters that I can grab and eat.<br /><br />Pros:<br />- Good sized chunks<br />- Not a lot of calories for a serving<br />- Excellent variety of grains and a good, whole flavor<br /><br />Cons:<br />- Blueberry? Eh, didn't taste it, and didn't see it. -1 star for lack of blueberry goodness.",0.0
"I have 4 dogs and 3 of them are very picky eaters when it comes to dry dog food. Rocky our 75lb black and tan coonhound, Buddy our 70lb blue heeler, Nellie our 50 lb treeing walker and Pooper our new mixed breed puppy they all loved this dog food.<br /><br />I love the resealable bag, it keeps the dog food from drying out and going stale.<br /><br />I'd highly recommend this dog food even for picky eaters.",1.0
"The tea was a Christmas gift: it arrived in a timely manner and was carefully packed and undamaged. The recipient is enjoying the tea very much - says it is fresh, fragrant and delicious and the tin is lovely.",1.0
"I was excited to try this out but disappointed to see that it was about to expire less than a month of receiving it. This is not the first product I've had problems with expiration dates through Amazon. It's been anywhere from Taco Seasoning to Dog Food. I understand that this is organic, but I received this in June and it expired this month. I also understand that it is a problem with Amazon, but since this is an Amazon review, I'm bringing it up.<br /><br />I did try it, and I have to say after trying the food, I was super disappointed that my baby wasn't going to be able to because I thought it was pretty good myself. I was honestly surprised that it wasn't bitter or gross. I loved the packing of this product but wonder if we aren't paying more because of it. The price to me seems a bit on the high side. I will say that Amazon does have the cheapest price at $23.38 (if you subscribe & save) but I see other organic food for less.",0.0
"My rescued GSD loves this Newman's Own; however, every time I feed this to her, every time she gets diarrhea. The first time I took her to a vet and after a few days of prescribed diet and med she got back normal. So I resumed her normal diet (this Newman's Own). Soon her diarrhea started to come back. I took no chance and immediately switched to home made boiled chicken and steam rice. After a few days her stools got much better. I gave this Newman's Own a last chance and... I just finished cleaning up my carpet.<br /><br />I have no idea of why there are so many good reviews. Is my dog just happened to be sensitive to this or I got a bad batch?",0.0
"My cats were having some digestive problems so my vet put them on a special diet which eliminated the canned food they would anxiously await every morning. My sister recommended Taste of the Wild to me, raving about the improvement in her cats' health since they started eating it. I haven't noticed any miracle changes in their behavior, but they look very healthy and happy, they have lots of energy, and unlike a bunch of other ""healthy"" canned foods, they eat it up. Plus I feel better feeding them food that isn't just full of rice and other unnatural fillers.",1.0
"not only is it a treat to have gluten- and dairy-free cookie mixes, but since there are no eggs, I just whip up a batch and eat the dough! so I guess I can't vouch for how they cook, since I've never gotten that far...",1.0
This is quick and easy and meat eaters don't even think about what they're eating. It's lunch from your childhood cruelty free.,1.0
"Good products<br />Love Diet Energy 5/5 and Diet Root Beer 5/5<br /><br />a couple stinkers -<br />Diet Fountain Mist (Mountain Dew-like, tart fake flavor) 1/5<br />Diet Dr. Pete (Weak flavor, not bold like Dr. Pepper) 3/5<br /><br />Amazon - Do better on price! This is 5.99 to 6.99 in the stores (you are charging double)<br />Sodastream - Reformulate these two!",0.0
"Yep, another displaced New Yorker.  Californians can't even imagine what Duck Sauce is!!  This is a wierd state.  I grew up on Dai Day and my family has been sending me jars now and then.  Well it's summer BBQ season.  Dai Day on ribs and pork chops is just killer. I'm glad Amazon has the ""Good Taste"" to sell Dai Day.",1.0
"Love this drink for hydrating following a workout. Quenches my thirst like nothing other. I've tried other brands of Coconut H2O, and nothing tastes quite as smooth as this.",1.0
"I will never order again.  The box was open, so I don't know whether this was a returned item or really what happened to it.  The expiration date is only 5 months out which is not what I expected.",0.0
The dumplings are great! Just as I know them from home - Germany....<br />Super fast delivery too!,1.0
"I put on the crepe with fresh cream, my son said it was too sour.  I did not refrigerate so though it went stale.  Bought again and just tried with crepe again, it is still sour and nasty.  I will have to stick with regular choco syrup...",0.0
"I liked everything about this chip except they are too salty...  I accomodated by making my gracamole, and other dips salt free.  Balanced them out.  Texture is wonderful, great corn taste.  I brush excess salt off with a paper towel if I just want to snack dip free.  I won't buy again simply because I don't need 12 bags to have to ""clean"" before eating.  I will try their salt or low salt varieties though as it really is a stellar chip on it's own.",0.0
"I got these on sale with high hopes of it tasting like a Toggi bar. Or even a kitkat bar. These taste like the wafers you can find at any grocery store (choco, vanilla, strawberry), dipped in chocolate substitute. They are also an odd shape. You either shove 1 end of it in your mouth like a rectangle hotdog or take a normal bite and crumbs go everywhere..Every time I open the cabinet for a snack, there they are waiting to be eaten. The thought of the taste drives me away from the cabinet. So I guess they are good for dieting.",0.0
"These are great snacks. But realize what a small quantity each bag is. Unfortunately, they are quite an expensive little treat.",0.0
"My 2 indoor cats have been on this food forever.  They do not get any canned food supplements.  However, with all the Science Diet flavors I often find that the large bag of this one is not in stock when I go to buy it in my local pet stores including the big box stores like Petco or Petsmart.  so finding it on Amazon and eligible for Prime shipping made my day.",1.0
"I have purchased the Blue Dog treats for my two Huskies, who absolutely LOVE them.  While any treat is excitedly accepted, they are especially happy when I give them these particular cookies.  Not that I can blame them; they smell good enough for humans!  I also really like the fact that they are made in the US.  My dogs do not get any stomach upset with Blue Dog, something I can no longer claim about Milk Bones.  The monthly shipment, or in my case,6 week shipment, ensures that I won't run out, and the price buying in bulk makes these treats very affordable.<br /><br />Thanks Blue Dog, we love your company!",1.0
"I've tried ordering several types of snacks from Amazon, and invariably the contents have more broken and crushed pieces than typical at a grocery store.  It's not really their fault--- package shippers just aren't designed to handle these items carefully enough to prevent breakage.<br /><br />As for the snack itself, it gets props for good taste, using some wheat flour and some real fruit, but still too much sugar, too little fiber, and unnecessary added fructose to have it rate as a healthy snack.",0.0
"I guess you do really get what you pay for!<br />It's expensive but top quality. There is a huge difference between this and any other dog food. It is real meat, not the garbage meat and garbage meat by-products you get in most dog food that have to be processed for days on end to make them safe.<br />This stuff is the real deal and my dog LOVES it.",1.0
"My daughter and I eat one of these everyday! They are delicious and fresh! I looked on Amazon to save a little money, since they can be a little pricey. I got great pricing and the bars were in date and excellent quality!",1.0
I have been a licorice lover all my life and black licorice laces are my favorite type of licorice.  This product has been impossible to find where I live.  I have searched every store around but no store supplies black licorice laces.  After finding it on Amazon I ordered it immediately but I was very dissatisfied with the taste of Gustaf's licorice.  It didnt taste like the real black licorice but some artificial substitute and it was way too soft.  It didn't please me any more than the Twizzlers do.  It's just not a real licorice flavor.  I would never order Gustaf's licorice again.,0.0
"This coffee bears NO resemblance to Jet Fuel (as they advertise). The first indicator was the weight of each pod - they are noticeably lighter weight and sure enough the coffee is very watery tasting.<br />I can understand why you can't return food items, but now I'm stuck with 80 of these weaklings!<br />If bold coffee is what you're after you should definitely ""fuggedaboud"" this one.",0.0
"With 190 calories, 12 grams of fiber and 6 of protein, this little bar packs a lot of nutrition in one small package. It will keep you from being hungry for hours. I love the combination of chewy and crunchy.",1.0
